P1. TOTAL POPULATION [1] - Universe: Total population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Set: Census 2000 Summary File 1 (SF 1) 100-Percent Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTE:  For information on confidentiality protection, nonsampling error, and definitions,
see http://factfinder.census.gov/home/en/datanotes/expsf1u.htm.
 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico
Total,"4,447,100","626,932","5,130,632","2,673,400","33,871,648","4,301,261","3,405,565","783,600","572,059","15,982,378","8,186,453","1,211,537","1,293,953","12,419,293","6,080,485","2,926,324","2,688,418","4,041,769","4,468,976","1,274,923","5,296,486","6,349,097","9,938,444","4,919,479","2,844,658","5,595,211","902,195","1,711,263","1,998,257","1,235,786","8,414,350","1,819,046","18,976,457","8,049,313","642,200","11,353,140","3,450,654","3,421,399","12,281,054","1,048,319","4,012,012","754,844","5,689,283","20,851,820","2,233,169","608,827","7,078,515","5,894,121","1,808,344","5,363,675","493,782","3,808,610"
"U.S. Census Bureau 
Census 2000
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
